epoch, auc score
0, 0.5837237317628162
1, 0.5838575826529246
2, 0.5866684513452014
3, 0.5843929862133583
4, 0.5953687592022486
5, 0.6000535403560433
6, 0.6084861464328737
7, 0.6174541560701379
8, 0.6308392450809799
9, 0.6392718511578102
10, 0.6357917280149913
11, 0.6387364475973765
12, 0.6473029045643153
13, 0.6464997992236647
14, 0.6483737116851827
15, 0.6485075625752912
16, 0.6407442109490028
17, 0.6404765091687858
18, 0.6419488689599786
19, 0.642082719850087
20, 0.6486414134653995
21, 0.661223397135591
22, 0.6842457502342391
23, 0.7118190335965734
24, 0.7301566055414268
25, 0.7522420024093159
26, 0.7683041092223263
27, 0.7806183911123009
28, 0.7893186989693481
29, 0.797885155936287
30, 0.8081916744746352
31, 0.8139472627492973
32, 0.8174273858921162
33, 0.8213090617052603
34, 0.8235845268371035
35, 0.8255922901887297
36, 0.8281354571007897
37, 0.8292062642216571
38, 0.8330879400348012
39, 0.8352295542765359
40, 0.8352295542765359
41, 0.8367019140677285
42, 0.8373711685182706
43, 0.835898808727078
44, 0.8365680631776201
45, 0.8363003613974033
46, 0.836835764957837
47, 0.8372373176281622
48, 0.8387096774193549
49, 0.840985142551198
50, 0.8408512916610895
51, 0.8424575023423906
52, 0.8417882478918485
53, 0.8423236514522822
54, 0.8413866952215232
55, 0.8423236514522822
56, 0.8424575023423905
57, 0.8437960112434748
58, 0.842591353232499
59, 0.842591353232499
60, 0.842591353232499
61, 0.8427252041226073
62, 0.8415205461116316
63, 0.8428590550127157
64, 0.8429929059028242
65, 0.8433944585731495
66, 0.8429929059028243
67, 0.8439298621335832
68, 0.8439298621335832
69, 0.8439298621335832
70, 0.8441975639138001
71, 0.8444652656940168
72, 0.8441975639138001
73, 0.8436621603533664
74, 0.8440637130236915
75, 0.843260607683041
76, 0.8451345201445589
77, 0.8448668183643421
78, 0.843528309463258
79, 0.8440637130236915
80, 0.8444652656940168
81, 0.8450006692544506
82, 0.8441975639138001
83, 0.8451345201445589
84, 0.8443314148039084
85, 0.8447329674742337
86, 0.8441975639138
87, 0.8448668183643421
88, 0.8445991165841252
89, 0.8447329674742337
90, 0.8451345201445589
91, 0.8459376254852095
92, 0.8456699237049926
93, 0.8444652656940168
94, 0.8443314148039085
95, 0.8452683710346673
96, 0.8452683710346673
97, 0.8455360728148843
98, 0.8454022219247758
99, 0.8459376254852095
100, 0.8454022219247758
101, 0.8452683710346673
102, 0.8462053272654264
103, 0.8466068799357516
104, 0.8471422834961853
105, 0.8460714763753179
106, 0.84674073082586
107, 0.8468745817159684
108, 0.8462053272654263
109, 0.84674073082586
110, 0.8470084326060768
111, 0.8472761343862937
112, 0.8475438361665105
113, 0.8470084326060768
114, 0.8471422834961853
115, 0.8471422834961853
116, 0.8480792397269441
117, 0.8474099852764021
118, 0.8488823450675947
119, 0.8471422834961853
120, 0.8468745817159684
121, 0.8474099852764021
122, 0.8470084326060767
123, 0.8471422834961853
124, 0.8471422834961853
125, 0.8475438361665105
126, 0.8463391781555347
127, 0.8482130906170526
128, 0.8468745817159684
129, 0.8452683710346673
130, 0.8475438361665105
131, 0.8479453888368358
132, 0.8468745817159684
133, 0.8459376254852096
134, 0.8466068799357516
135, 0.8464730290456431
136, 0.8463391781555347
137, 0.8462053272654263
138, 0.845803774595101
139, 0.8450006692544505
140, 0.8451345201445589
141, 0.8451345201445589
142, 0.8441975639138
143, 0.8448668183643421
144, 0.8445991165841253
145, 0.8441975639138
146, 0.8444652656940168
147, 0.8444652656940168
148, 0.8447329674742337
149, 0.845134520144559
150, 0.8452683710346673
151, 0.8455360728148842
152, 0.8454022219247759
153, 0.8445991165841253
154, 0.8445991165841253
155, 0.8452683710346673
156, 0.84674073082586
157, 0.845803774595101
158, 0.8454022219247759
159, 0.845803774595101
160, 0.8450006692544505
161, 0.8444652656940169
162, 0.8444652656940169
163, 0.8456699237049927
164, 0.8456699237049926
165, 0.8450006692544505
166, 0.8447329674742338
167, 0.845803774595101
168, 0.845134520144559
169, 0.8462053272654263
170, 0.8458037745951011
171, 0.8445991165841253
172, 0.8440637130236917
173, 0.8444652656940168
174, 0.8445991165841253
175, 0.8456699237049926
176, 0.8448668183643422
177, 0.8443314148039085
178, 0.8459376254852096
179, 0.8456699237049927
180, 0.8447329674742337
181, 0.8448668183643422
182, 0.845134520144559
183, 0.845134520144559
184, 0.8455360728148842
185, 0.8452683710346673
186, 0.8441975639138001
187, 0.845134520144559
188, 0.8454022219247758
189, 0.8463391781555348
190, 0.8467407308258601
191, 0.8468745817159684
192, 0.8456699237049927
193, 0.8462053272654264
194, 0.8460714763753179
195, 0.8444652656940169
196, 0.8456699237049926
197, 0.8456699237049926
198, 0.8459376254852095
199, 0.8466068799357516
200, 0.8464730290456431
201, 0.845803774595101
202, 0.8452683710346673
203, 0.8456699237049927
204, 0.8462053272654263
205, 0.8441975639138001
206, 0.845803774595101
207, 0.8463391781555347
208, 0.8459376254852096
209, 0.8459376254852095
210, 0.845134520144559
211, 0.8455360728148842
212, 0.8451345201445589
213, 0.8448668183643422
214, 0.8474099852764021
215, 0.8470084326060769
216, 0.8462053272654263
217, 0.8444652656940168
218, 0.8439298621335832
219, 0.8435283094632579
220, 0.8433944585731495
221, 0.8439298621335832
222, 0.8427252041226074
223, 0.8428590550127159
224, 0.8441975639138001
225, 0.8447329674742338
226, 0.8459376254852095
227, 0.8447329674742337
228, 0.8450006692544505
229, 0.8456699237049926
230, 0.8450006692544506
231, 0.8428590550127159
232, 0.8436621603533663
233, 0.8433944585731495
234, 0.8432606076830411
